0	84996
1	94193
2	99914
3	84999
4	100472
5	85001
6	86192
7	85003
8	85004
9	85005
10	91107
11	85007
12	85008
13	97632
14	85010
15	93551
16	91766
17	98556
18	100583
19	85015
20	85016
21	90441
22	97070
23	85628
24	93694
25	97040
26	85022
27	85023
28	89357
29	85025
30	90284
31	99463
32	99293
33	91183
34	99376
35	90563
36	85032
37	85033
38	85346
39	85035
40	85916
41	85037
42	96364
43	85039
44	91408
45	86685
46	85042
47	96882
48	85044
49	91850
50	85046
51	85047
52	87012
53	85614
54	85050
55	85051
56	98784
57	85053
58	87848
59	85055
60	94154
61	85057
62	93089
63	96021
64	97889
65	85061
66	101509
67	85063
68	95468
69	96008
70	85066
71	92149
72	85068
73	85069
74	94109
75	98815
76	85072
77	85073
78	98155
79	101429
80	85076
81	100913
82	93695
83	101020
84	85080
85	100357
86	92866
87	99584
88	85084
89	99703
90	85086
91	85087
92	88630
93	91603
94	89319
95	97449
96	95309
97	99338
98	97225
99	94565
100	91998
101	96766
102	87524
103	85099
104	92078
105	85101
106	85102
107	85103
108	85435
109	85105
110	95918
111	90859
112	85108
113	90678
114	85110
115	92354
116	89653
117	98601
118	99575
119	85115
120	96404
121	90411
122	93182
123	92293
124	90529
125	85121
126	85122
127	98335
128	92049
129	85125
130	85126
131	85992
132	95784
133	85129
134	85130
135	95433
136	85132
137	85133
138	85134
139	85135
140	85136
141	90129
142	90832
143	99304
144	85140
145	85539
146	96845
147	85143
148	85144
149	95806
150	100194
151	85147
152	85148
153	99376
154	85150
155	95744
156	85152
157	85153
158	88358
159	86128
160	87848
161	85157
162	85158
163	85159
164	92722
165	87740
166	85162
167	86960
168	91665
169	85165
170	85166
171	100871
172	90495
173	85169
174	85170
175	92039
176	85172
177	85173
178	101521
179	100793
180	94496
181	85177
182	92656
183	91479
184	94338
185	85181
186	90636
187	86505
188	85184
189	87703
190	85186
191	86188
192	99089
193	85189
194	85190
195	85191
196	85192
197	85193
198	99069
199	92599
200	85196
201	95340
202	97657
203	86159
204	86180
205	94331
206	90991
207	85203
208	85204
209	93809
210	98643
211	100558
212	89263
213	85209
214	99674
215	99833
216	88063
217	90479
218	91613
219	86382
220	85216
221	100299
222	86950
223	85219
224	93264
225	85221
226	85222
227	87677
228	94795
229	85225
230	92192
231	85227
232	85228
233	93193
234	85230
235	100211
236	87840
237	85233
238	85234
239	85235
240	99251
241	85237
242	96443
243	94034
244	92292
245	85241
246	85242
247	85184
248	85244
249	85245
250	88358
251	95921
252	91111
253	87915
254	96028
255	85251
256	85252
257	86704
258	91277
259	90899
260	91204
261	85257
262	96890
263	95480
264	91280
265	85261
266	86609
267	94583
268	85264
269	93506
270	96670
271	85267
272	96659
273	91501
274	85270
275	85271
276	85272
277	85273
278	100950
279	92358
280	85276
281	85277
282	99543
283	85279
284	87787
285	99991
286	101259
287	88512
288	85284
289	85285
290	85286
291	90009
292	94877
293	88912
294	100481
295	85291
296	85292
297	85293
298	88084
299	99651
300	90120
301	85297
302	85298
303	85299
304	92724
305	92162
306	85302
307	85303
308	85304
309	90773
310	99833
311	85307
312	85308
313	93379
314	95500
315	98602
316	85312
317	95972
318	85314
319	99713
320	97900
321	101040
322	85365
323	88583
324	85320
325	101531
326	100962
327	85323
328	88768
329	86676
330	99833
331	92757
332	85328
333	95340
334	89183
335	87768
336	98124
337	86437
338	95817
339	94597
340	94874
341	85337
342	98767
343	85339
344	95885
345	93839
346	97311
347	100493
348	92292
349	85345
350	85346
351	85347
352	91278
353	85349
354	85350
355	88414
356	85352
357	87833
358	85354
359	85355
360	85356
361	100772
362	94353
363	85359
364	99877
365	93977
366	85837
367	96221
368	94246
369	88259
370	85366
371	85367
372	85368
373	85613
374	85370
375	88529
376	92206
377	85918
378	92425
379	95639
380	90777
381	88795
382	101547
383	85379
384	85916
385	85381
386	85382
387	92465
388	85384
389	98668
390	90703
391	88259
392	87099
393	85389
394	90461
395	90433
396	95116
397	96935
398	86858
399	99339
400	87461
401	85598
402	85398
403	85399
404	93795
405	91842
406	101385
407	85403
408	87938
409	85405
410	93972
411	88297
412	93089
413	86079
414	87525
415	93207
416	99833
417	96142
418	85414
419	98098
420	85416
421	85417
422	96997
423	88674
424	92612
425	96797
426	85422
427	100606
428	86483
429	85425
430	85426
431	87508
432	91159
433	85429
434	85430
435	86437
436	85432
437	85433
438	85434
439	85435
440	92020
441	89676
442	85438
443	90207
444	85440
445	85441
446	85442
447	99468
448	85444
449	85445
450	85446
451	93237
452	85448
453	90939
454	97784
455	93186
456	96428
457	96446
458	97869
459	97129
460	93025
461	85457
462	99651
463	85924
464	101164
465	96485
466	95930
467	93781
468	88528
469	91305
470	90989
471	85467
472	94971
473	97544
474	99376
475	93485
476	85193
477	99062
478	93385
479	85475
480	85476
481	85477
482	98212
483	85479
484	85793
485	94244
486	100294
487	88174
488	87383
489	85485
490	85486
491	91613
492	85488
493	100576
494	92696
495	86343
496	85054
497	95239
498	101014
499	98124
500	85496
501	85497
502	85254
503	94069
504	97102
505	97832
506	85992
507	100700
508	88277
509	85505
510	85506
511	87061
512	85508
513	100084
514	86155
515	87771
516	85512
517	98553
518	93253
519	85515
520	101437
521	87020
522	92972
523	85611
524	94793
525	85338
526	85522
527	99313
528	101550
529	85992
